unctad_case_id,case_name,short_case_name,year_of_initiation,italaw_link,applicable_iia,respondent_state,investor_nationality,investment_summary,economic_sector,arbitral_rules,administering_institution,case_status,decisions,amount_claimed_usd,amount_awarded_usd,breaches_alleged,breaches_found,follow_on_proceedings,fetch_status
1379,Tradex v. Albania,Tradex v. Albania,1994.0,https://www.italaw.com/cases/1110,Albania - Greece BIT (1991),Albania,Greece,"Details of investment Joint venture agreement with state-owned company T.B. Torovitsa for agricultural activities. Summary of the dispute Claims arising out of the Government’s alleged expropriation of the claimant’s agricultural investment, including the right to use farmland.","Economic sector | Primary: A - Agriculture, forestry and fishing | Economic subsector | 1 - Crop and animal production, hunting and related service activities",ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Decided in favour of State,Decision on Jurisdiction dated 24 December 1996 Award dated 29 April 1999,2.00 mln USD,Data not available,Direct expropriationIndirect expropriation,None - jurisdiction declined,Type of follow-on proceedings Data not available,success
1380,Akhmetov and Investio v. Russia (I),Akhmetov and Investio v. Russia (I),2019.0,https://www.italaw.com/cases/11526,Russian Federation - Ukraine BIT (1998),Russian Federation,Ukraine,Details of investment Summary of the dispute,Economic sector | Data not available | Economic subsector | Data not available,UNCITRAL,PCA (Permanent Court of Arbitration),Pending,Partial Award dated 16 August 2022,Data not available,Data not available,Data not available,Pending,Type of follow-on proceedings Judicial review by national courts Judicial review by national courts Status Pending Decisions None,success
1381,Kimberly-Clark v. Venezuela (II),Kimberly-Clark v. Venezuela (II),2022.0,,"Spain - Venezuela, Bolivarian Republic of BIT (1995)","Venezuela, Bolivarian Republic of",Spain,Details of investment Summary of the dispute,Economic sector | Secondary: C - Manufacturing | Economic subsector | 17 - Manufacture of paper and paper products,UNCITRAL,PCA (Permanent Court of Arbitration),Pending,Data not available,Data not available,Data not available,Data not available,Pending,Type of follow-on proceedings Data not available,success
1382,Bahamdan v. Lebanon,Bahamdan v. Lebanon,2019.0,,OIC Investment Agreement (1981),Lebanon,Saudi Arabia,Details of investment Summary of the dispute,Economic sector | Tertiary: H - Transportation and storage | Economic subsector | 51 - Air transport,Data not available,Data not available,Pending,Data not available,Data not available,Data not available,Data not available,Pending,Type of follow-on proceedings Data not available,success
1383,Al Kubra v. Libya,Al Kubra v. Libya,2022.0,,Libya - Tunisia BIT (2005),Libya,Tunisia,Details of investment Summary of the dispute,Economic sector | Data not available | Economic subsector | Data not available,None (ad hoc),Data not available,Discontinued,Termination order dated 10 July 2023,Data not available,Data not available,Data not available,Not applicable - settled or discontinued before decision on liability,Type of follow-on proceedings Data not available,success
1384,Al-Mehdhar v. Egypt (II),Al-Mehdhar v. Egypt (II),2023.0,https://www.italaw.com/cases/13433,OIC Investment Agreement (1981),Egypt,Saudi Arabia,Details of investment Summary of the dispute,Economic sector | Tertiary: F - Construction | Economic subsector | 41 - Construction of buildings,UNCITRAL,PCA (Permanent Court of Arbitration),Pending,Data not available,Data not available,Data not available,Data not available,Pending,Type of follow-on proceedings Data not available,success
1385,Belavin v. Kazakhstan,Belavin v. Kazakhstan,2023.0,,Kazakhstan - Kyrgyzstan BIT (1997),Kazakhstan,Kyrgyzstan,Details of investment Investment in the extraction of manganese or; construction of buildings; ownership of land and other properties. Summary of the dispute Claims arising out of State authorities’ alleged wrongful criminal investigations into the claimant’s projects and the imprisonment of the claimant as well as other actions ultimately depriving the claimant of its assets.,Economic sector | Primary: B - Mining and quarrying | Tertiary: F - Construction | Economic subsector | 7 - Mining of metal ores | 41 - Construction of buildings,UNCITRAL,PCA (Permanent Court of Arbitration),Pending,Data not available,34000.00 mln USD,Data not available,"Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsNational treatmentMost-favoured nation treatment",Pending,Type of follow-on proceedings Data not available,success
1386,Unión de Cervecerías and others v. Peru,Unión de Cervecerías and others v. Peru,2024.0,,Peru - United Kingdom BIT (1993),Peru,United Kingdom,Details of investment Summary of the dispute,Economic sector | Secondary: C - Manufacturing | Economic subsector | 11 - Manufacture of beverages,ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Data not available,Data not available,Data not available,Data not available,Pending,Type of follow-on proceedings Data not available,success
1387,Minerali Industriali v. Tunisia,Minerali Industriali v. Tunisia,2024.0,,Italy - Tunisia BIT (1985),Tunisia,Italy,Details of investment Summary of the dispute,Economic sector | Primary: B - Mining and quarrying | Economic subsector | 8 - Other mining and quarrying,ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Data not available,Data not available,Data not available,Data not available,Pending,Type of follow-on proceedings Data not available,success
1388,Sarama v. Burkina Faso,Sarama v. Burkina Faso,2024.0,https://www.italaw.com/cases/11663,Burkina Faso - Canada BIT (2015),Burkina Faso,Canada,Details of investment Summary of the dispute,Economic sector | Primary: B - Mining and quarrying | Economic subsector | 7 - Mining of metal ores,ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Data not available,242.00 mln USD,Data not available,Data not available,Pending,Type of follow-on proceedings Data not available,success
1389,Riversdale and Hancock v. Canada,Riversdale and Hancock v. Canada,2024.0,,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP) (2018),Canada,Australia,Details of investment Summary of the dispute,Economic sector | Primary: B - Mining and quarrying | Economic subsector | 5 - Mining of coal and lignite,ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Data not available,Data not available,Data not available,Data not available,Pending,Type of follow-on proceedings Data not available,success
1390,AXA v. Mexico,AXA v. Mexico,2024.0,,France - Mexico BIT (1998),Mexico,France,Details of investment Summary of the dispute,"Economic sector | Tertiary: K - Financial and insurance activities | Economic subsector | 65 - Insurance, reinsurance and pension funding, except compulsory social security",ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Data not available,Data not available,Data not available,Data not available,Pending,Type of follow-on proceedings Data not available,success
1391,Goetz and Aldabra v. Rwanda,Goetz and Aldabra v. Rwanda,2024.0,https://www.italaw.com/cases/13183,BLEU (Belgium-Luxembourg Economic Union) - Rwanda BIT (1983) Rwanda - United Arab Emirates BIT (2017),Rwanda,BelgiumUnited Arab Emirates,Details of investment Summary of the dispute,Economic sector | Secondary: C - Manufacturing | Economic subsector | 24 - Manufacture of basic metals,ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Data not available,Data not available,Data not available,Data not available,Pending,Type of follow-on proceedings Data not available,success
1392,ENCORE v. Türkiye,ENCORE v. Türkiye,2024.0,https://www.italaw.com/cases/13154,Malta - Turkey BIT (2003),Türkiye,Malta,Details of investment Summary of the dispute,"Economic sector | Tertiary: D - Electricity, gas, steam and air conditioning supply | Economic subsector | 35 - Electricity, gas, steam and air conditioning supply",ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Data not available,Data not available,Data not available,Data not available,Pending,Type of follow-on proceedings Data not available,success
1393,Kiram Fornan and others v. Spain,Kiram Fornan and others v. Spain,2024.0,https://www.italaw.com/cases/13149,Philippines - Spain BIT (1993),Spain,Philippines,Details of investment Summary of the dispute,Economic sector | Data not available | Economic subsector | Data not available,ICSID (International Centre for Settlement of Investment Disputes),ICSID (International Centre for Settlement of Investment Disputes),Pending,Data not available,Data not available,Data not available,Data not available,Pending,Type of follow-on proceedings Data not available,success
